BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	; vale más, pues, hablar de una música electroacústica en general, pero en la época de su nacimiento ambos métodos se distinguían muy claramente en procedimiento e intencionalidad. Habitualmente la distinción se hacía con respecto a la metodología: la música concreta era la que manipulaba en laboratorio ruidos y sonidos directamente extraídos de la realidad; la electrónica la que producía los sonidos metodológicamente y por medio de aparatos que los sintetizaban. Sin embargo, en la base de ambos medios había dos puntos de partida estéticos muy diferentes, el de la música concreta, basado en un método empírico en base a una poética de corte surrealista, y el de la música electrónica, basado en un
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	de los objetos sonoros que llegue a cristalizar en un solfeo concreto 3 Para entender los escritos de Schaeffer y de otros músicos de su grupo hay que conocer toda una compleja terminología creada por ellos y no universalizada.. Tal vez este mismo fin es el que ha apartado un poco a Schaeffer de la línea general evolutiva de la electrónica, al no resignarse a integrar en su sistema a la música electrónica, sino seguir fiel a los sonidos concretos del mundo, sean de tipo natural, mecánico o instrumental desnaturalizado. Se le ha acusado en los últimos tiempos de dogmático y estrecho, y en verdad su última producción es más utilitaria que
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	De todos los trabajos primeros realizados en torno a Colonia, son sin duda los más importantes los de Stockhausen, que ya en 1952 había realizado dos Estudios concretos y que en 1955, con su Estudio I y Estudio II, ofreció una especie de resumen previo de todas las posibilidades de la electrónica codificadas serialmente. En 1956 Stockhausen produciría con El canto de los adolescentes la primera gran obra maestra de la música  electroacústica, pieza electrónica a la que añade la manipulación de una voz humana, elemento de la música concreta con el que comienzan ya a sintetizarse en una unidad ambos métodos de composición.
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	que en 1958 puede cumplir su sueño tantas veces presentido instrumentalmente de realizar en Holanda un Poema electrónico y las partes electrónicas de su obra orquestal Deserts. Esta obra, como otras en las que lo instrumental y lo electrónico coinciden, como habíamos visto ya muy tempranamente en las de Ussachevsky, suscita la problemática de si la electrónica es un nuevo  medio de trabajo o bien es un género totalmente autónomo y capaz de suplantar a la música instrumental. Puede que esta última idea anidara en los optimismos de los primeros momentos, y que centros como el fundado por Hermann Scherchen 8 La labor de este director de orquesta fue impagable para la composición y para la
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	el fundado por Hermann Scherchen 8 La labor de este director de orquesta fue impagable para la composición y para la aplicación de la técnica y la matemática a la música. A él se debe la inicial carrera de Iannis Xenakis. en Gravesano para el encuentro de técnicos y músicos parecieran inclinarse por el mayor rigor de la electrónica, pero pronto los compositores parecieron darse cuenta de que una cierta manera de hacer electrónica se agotaba aún más rápidamente que los instrumentos. Así, no deja de ser significativo que Stockhausen, tras su Canto de los adolescentes, tardara cuatro años en volver a la electrónica y eso para realizar una obra que la relaciona
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	composición y para la aplicación de la técnica y la matemática a la música. A él se debe la inicial carrera de Iannis Xenakis. en Gravesano para el encuentro de técnicos y músicos parecieran inclinarse por el mayor rigor de la electrónica, pero pronto los compositores parecieron darse cuenta de que una cierta manera de hacer electrónica se agotaba aún más rápidamente que los instrumentos. Así, no deja de ser significativo que Stockhausen, tras su Canto de los adolescentes, tardara cuatro años en volver a la electrónica y eso para realizar una obra que la relaciona con la música instrumental como es Kontakte (1960).
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	parecieran inclinarse por el mayor rigor de la electrónica, pero pronto los compositores parecieron darse cuenta de que una cierta manera de hacer electrónica se agotaba aún más rápidamente que los instrumentos. Así, no deja de ser significativo que Stockhausen, tras su Canto de los adolescentes, tardara cuatro años en volver a la electrónica y eso para realizar una obra que la relaciona con la música instrumental como es Kontakte (1960).
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	un intérprete. Al mismo tiempo, la época señalaba una ruptura dentro de la unidad serial para dar paso a la música aleatoria, cuyo principio era totalmente contrario a la fijación absoluta de la obra electrónica que el intento de Pousseur no había podido solucionar convenientemente. Poco a poco, y hasta la llegada de una electrónica manipulable en directo, la conciencia de una coincidencia de ideas aplicables por igual a lo electrónico y lo instrumental hará coincidir en muchas ocasiones ambos campos. El pionero de este tipo de experiencias es sin duda Bruno Maderna, con su serie de Musica su due dimensioni, a las que seguirán obras como los ya mencionados  Kontakte
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	olvidado cuando se habla de este tipo de experiencias, el francés Jean Etienne Marie (1917), que comparte con Maderna la primacía cronológica en este aspecto y que supera la obra del italiano en cuanto a osadía e incluso resultados. Fundador del Centro Internacional de Búsquedas Musicales (CIRM), Marie logra obras poderosas para orquesta y electrónica, como Images thanaïques o como su Tlaloc para orquesta y tres magnetofones, hasta llegar al paroxismo de medios sonoros en el que participan orquestas distribuidas espacialmente, diversas cintas magnetofónicas y manipulación del total sonoro en vivo de su sinfonía Milieu Divin (1970). Este tipo de manipulaciones se ha hecho ya corriente en
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	Los últimos pasos hasta ahora de la electrónica han venido a intentar suplir algo que seguía subsistiendo:  la dificultad de ampliar el ámbito de los instrumentos convencionales. Puede decirse que el último grito, y por tanto la última moda de la música avanzada, es la llamada «live-electronic», o música electrónica creada en vivo y que adopta las más diversas modalidades.
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	Tagen (1967) 9 Esta obra no es electrónica inicialmente, ya que se trata de música textual que no lleva indicaciones instrumentales, pero se ha realizado a veces con ayuda de la electroacústica. o Mantra (1970). En la actualidad, la mayoría de los compositores han utilizado como un  método de trabajo más la electrónica en vivo, habiendo surgido numerosos grupos especializados en este tipo de interpretaciones.
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	. Un nuevo modo de aleatoriedad, más libre aunque  más complicado en las operaciones previas de las intérpretes, y también introduciendo elementos gráficos, será el empleado en Refrain (1959), para tres intérpretes, y que pasará luego como elemento va adquirido a la parte instrumental del encuentro entre el instrumental tradicional y la electrónica, que es Kontakte, obra de la que ya se habló. A partir de ahí Stockhausen desarrollará un interés por la caracterización del instante sonoro en sí, desligado de su antecedente y su consecuente, haciendo de cada instante musical un total presente. Es lo que él mismo llamará forma «momentaneizada», que tendrá su
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	Hemos dicho que las primeras obras aleatorias tendieron a desarrollar un grafismo musical distinto  del tradicional para poder fijar en la partitura nuevas necesidades. Ello se vio favorecido también cuando en los primeros tiempos de la electrónica las obras resultantes intentaron ser fijadas en gráficos a partir de los cuales fuera posible volverlas a reproducir, lo que no era muy necesario pero si posible. Pronto se llegó a un notable desarrollo de las grafías musicales y también a un cierto desorden en su empleo. Tal desorden era, sin embargo, más aparente que real,
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	Era evidente que el camino emprendido por Ligeti conducía rápidamente a un callejón sin salida. La solución ofrecida, siempre por el camino de la tímbrica, fue la de la clarificación armónica con el empleo de un sistema de filtraje de «clusters» que podría ofrecer analogía con la técnica de la electrónica, pero que Ligeti aplica a la música instrumental. No se trata de ninguna manera de volver a usar la armonía en sentido tradicional, sino de emplearla como timbre. Ya en Lux aeterna (1966), para coro, encontramos una mentalidad parecida que luego se desarrolla en Lontano (1967), para orquesta
Marco, Tomás: Historia general de la música IV. El siglo XX. Madrid: Istmo, 1993.	Marco, Tomás	Historia general de la música IV. El siglo XX	1993	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			No se acentúan las mayúsculas	Dentro de la «Generación del 51 » hay un destacado grupo catalán que encabezamos con Josep María Mestres-Quadreny (1929), autor muy versátil dentro de una línea investigativa que le ha llevado a la aleatoriedad, la electrónica en vivo y los ordenadores. Entre su obra citaremos Música de cámara núm. 1 (1960), Tres cánones en homenaje a Galileo (1964), Digodal (1964), Tramesa a Tapies (1961), Suite bufa (1966), Música per a Anna (1967), Engidus (1968)
García Sánchez, Javier: El Alpe d'Huez. Barcelona: Plaza y Janés, 1995.	García Sánchez, Javier	El Alpe d'Huez	1994	Primera edición	Ficción	Escrito	Libro	Novela	España				Los monitores repiten la apretada llegada, filmada desde distintos ángulos. Tampoco la toma aérea aclara nada. Imposible discernir cuál de esas dos ruedas ha entrado primero. La electrónica habrá decidido. Los comisarios del Tour, asediados por informadores, seguramente ya conocen el resultado. Traen varias  fotos en carpetas de plástico. Y papeles. Su parsimonia gestual no ayuda en nada, ni siquiera aparentando resignación o calma. También ellos, mientras esperan que se apacigua el ambiente, dirigen su mirada a los
Bustos Martín, Ignacio de: Multimedia. Madrid: Anaya Multimedia, 1996.	Bustos Martín, Ignacio de	Multimedia	1994	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	España				A continuación se puede conectar un equipo de música a la tarjeta. Para realizar esta operación, aparte del equipo de música, como es logico, se necesitan dos cables de audio. Estos cables se pueden obtener en cualquier tienda especializada en electrónica, y son iguales que los que llevan los cascos. Al realizar esta conexión se pueden realizar dos operaciones diferentes. La primera será introducir música procedente del equipo de música en la tarjeta para que ésta pueda digitalizarlo; para ello se conectará un extremo del cable a la línea de salida audio de
«Nueve diputados irán con dinero público a China invitados por el ICEX». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas	A la Expotecnia/94 acudirán 184 empresas expositoras, relacionadas con la electrónica, ingeniería, tecnología diversa, maquinaria para la industria alimentaria y textil, maquinaria de artes gráficas, servicios, equipos para la construcción, etc.
«CARTAS». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España			Versión realizada sobre texto plano	3. La lista de suministradores y/o clientes de Focoex es exhaustiva y ofrece referencias en amplios sectores de la exportación expañola —aeronáutico, agroalimentario, aluminio, automoción, construcción, cemento, educación, eléctrico, montaje, electrónica, madera, maquinaria, herramientas, naval, minería, etc., etc.— con firmas representativas en todos los sectores y cientos de empresas subcontratistas, por lo que no es cierto señalar «extraños modos de trabajar de Focoex, su orbis clausus, su órbita cerrada de empresas privilegiadas...».
«Amper venderá Pesa Electrónica a un banco de Atlanta con seis empleados y sin oficina propia». El Mundo. Madrid: Unidad Editorial, 1994.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto plano	Amper venderá Pesa Electrónica a un banco de Atlanta con seis empleados y sin oficina propia
«Amper venderá Pesa Electrónica a un banco de Atlanta con seis empleados y sin oficina propia». El Mundo. Madrid: Unidad Editorial, 1994.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto plano	MADRID Percival Hudgins, la compañía norteamericana interesada en hacerse con la filial de Amper, Pesa Electrónica, tiene una plantilla de seis personas «incluyendo sus directivos», según un informe elaborado por la consultora Dun & Bradstreet. La consultora señala, además, que entre las instalaciones conocidas del grupo sólo destaca su sede, una oficina de 185 metros cuadrados en Atlanta (Georgia), en régimen de alquiler.
«Amper venderá Pesa Electrónica a un banco de Atlanta con seis empleados y sin oficina propia». El Mundo. Madrid: Unidad Editorial, 1994.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto plano	Pesa Electrónica debe más de 7.000 millones de pesetas a los bancos, arrastra unas pérdidas de más de 200 millones al mes y emplea a 650 trabajadores.
«La electrónica española se aleja cada vez más de los países punteros». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Versión realizada sobre texto plano	La electrónica española se aleja cada vez más de los países punteros
«La electrónica española se aleja cada vez más de los países punteros». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Versión realizada sobre texto plano	La electrónica española se aleja cada vez más de los países punteros
«La electrónica española se aleja cada vez más de los países punteros». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Versión realizada sobre texto plano	MADRID El mercado electrónico español ha vuelto a caer por tercer año consecutivo y vuelve a la situación alcanzada durante 1987, según los datos aportados ayer por Aniel, la asociación empresarial de este sector, que está considerado como estratégico en la Unión Europea. Para Aniel, la electrónica española se está alejando cada vez más de los países de referencia.
«La electrónica española se aleja cada vez más de los países punteros». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Versión realizada sobre texto plano	Los subsectores de componentes y telemática lograron pequeños incrementos de producción, con el 6 y el 1% respectivamente, pero la electrónica de consumo y la profesional cayeron el 10 y el 2%. El dato de las exportaciones es el más positivo, ya que tuvo un incremento del 14%, lo que supone un aumento acumulativo anual del 20% en los últimos seis años.
«La electrónica española se aleja cada vez más de los países punteros». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Versión realizada sobre texto plano	con este sector y pidió encarecidamente, ante el valor para el PIB de la industria electrónica, que el Ejecutivo tome medidas. Según Banegas, en España existe cierta inseguridad jurídica; la competencia exterior no se ajusta en todos los casos a las normas de seguridad Comunitarias y el Estado, a pesar de ser el mayor comprador de electrónica, no es un buen gestor de compras y no planifica.
«Las élites electrónicas». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. Mayúsculas no acentuadas.	; en el televisor de sus hogares pueden ver de todo: perfeccionar su inglés, ver puntualmente la NBA, seguir las opiniones de la CNN, especializarse en documentales, deportes, videoclips, información política o económica, cine, arte, o culebrones sudamericanos. Desconcertados por tantas posibilidades, los nuevos ricos de la electrónica sólo son por ahora los reyes del zapeo, pero, dentro de pocos años, modificadas sus costumbres televidentes, expertos ya en interactividad y racionalizada la oferta, habrán convertido sus monitores en simples consolas a través de las cuales enviarán y obtendrán puntualmente —intercambiarán, en suma— la información y conocimientos que deseen, perpetuando su
«BREVES DE MOTOR». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Versión realizada sobre texto plano. Mayúsculas no acentuadas.	MEXICO.– La empresa japonesa de electrónica Kenwood acaba de establecer una filial en la ciudad mexicana de Juárez. La nueva compañía se dedicará a la fabricación de autorradios y componentes de audio para el automóvil. EL MUNDO
«Los reyes del «grunge» sacan un disco con versiones acústicas de sus éxitos». El Mundo. Madrid: Unidad Editorial, 1994.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano	Con este disco en el que la electrónica queda a un lado y las guitarras y la voz son las únicas protagonistas, Nirvana demuestra que el ruido y la estridencia musical no son sus únicas bazas; tranquilos, con melodías desnudas, sentados en taburetes y sin necesidad de mover ni un pelo para atraer a la audiencia, los muchachos de Seattle consiguen captar la
«Este grupo es conocido en España por su desembarco en Galerías Preciados». El Mundo. Madrid: Unidad Editorial, 1994.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto plano. Incluido en el CD-ROM del primer semestre de 1994	Distribuyen productos asiáticos, pues disponen de los derechos de distribución de Samsung en el ramo de electrónica y de Daihatsu en el de automóviles de Japón. Además poseen explotaciones minerales en la Guayana venezolana e importantes fincas de raíces en Inglaterra. En Colombia tienen el control de CDM, distribuidora de las conocidas computadoras, y están en el tramo de la televisión por cable y en la telefónica celular, aquí con Oswaldo Cisneros.
«CASO IBERCORP: Lista completa de las cuentas gestionadas por Manuel de la Concha (toma 2 de 6)». El Mundo. Madrid: Unidad Editorial, 1994-05-26.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto plano	43109IR Electrónica Ensa, S.A. 6
«COMO EN LOS FORMULA 1». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Versión realizada sobre texto plano. Incluido en CD-Rom del segundo semestre de 1994	La evolución de estos sistemas de transmisión a lo largo de los últimos años ha sido vertiginosa. De los toscos y lentos cambios automáticos de tres marchas hemos pasado, con la aplicación de la electrónica, a sistemas que son capaces de adaptarse a la conducción de cada uno.
«COMO EN LOS FORMULA 1». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Versión realizada sobre texto plano. Incluido en CD-Rom del segundo semestre de 1994	Otros cambios automáticos de última generación aportan infinidad de ventajas sobre los convencionales selectores manuales. Una de las críticas que siempre se realizaron a estos sistemas, como son la falta de deportividad, han quedado desterradas gracias a la aplicación de la electrónica.
«Un año de investigaciones de mercado han confirmado su viabilidad». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Versión realizada sobre texto plano	De momento sólo el prototipo con motor eléctrico es operativo. Equipa una batería tipo «Zebra» desarrollada por AEG —la compañía dedicada a la electrónica en Daimler Benz— de sodio/níquel, con una mayor capacidad de almacenamiento de energía que la media de las baterías en uso. La particularidad de estas baterías es que deben trabajar a temperaturas comprendidas entre 260 y 350 grados. El motor desarrolla una potencia de 54 caballos que le permiten alcanzar 120 kilómetros por hora y tener unas
«Las editoriales Tusquets, Plaza &amp; Janés y Anagrama adquieren los derechos de importantes obras». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto plano. Incluido en CD-ROM del segundo semestre de 1994	CONTRA LA LECTURA.— Mientras los magnates de la electrónica presentaban sus novedades y los editores pugnaban por conseguir nuevos títulos, un sencillo maestro francés, Daniel Pennac, presentaba en la Feria Comme un roman, un librito de pretensiones modestas, escrito entre el chiste y la anécdota, que al parecer está llenando las arcas de su editor francés, Gallimard.
Miguel, Amando de: La perversión del lenguaje. Madrid: Espasa Calpe, 1994.	Miguel, Amando de	La perversión del lenguaje	1994	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España			El autor narra el desarrollo de la obra (primera versión en verano de 1984) y habla del presente texto como cuarta edición en la página 19.	bioelectrónica: ciencia que combina los principios y métodos de la biología y la electrónica.
Martín Moreno, Francisco: La Respuesta. México: Planeta Mexicana, 1994.	Martín Moreno, Francisco	La Respuesta	1994	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	México	México y Centroamérica			sostiene que la estrategia desestabilizadora da comienzo con el asesinato del Cardenal Posadas. Es, como siempre en México, una cuestión de opiniones y de rumores. El rumor es tino de los medios más creíbles y confiables de información ante la insolvencia moral y la manipulación profesional de  una buena parte de la prensa, sobre todo la electrónica. ¿Todo comenzó con el asesinato de Posadas? La realidad de lo sucedido es que mientras discutíamos las razones del crimen cometido en la persona de uno de los más influyentes representantes del clero y se trataba de precisar el momento del nacimiento de la agresión frontal en contra del sistema y de identificar
«La última relación del Banco Mundial nos incluye en el grupo de naciones industrializadas». El Tiempo. Bogotá: 1994-04-16.		El Tiempo	1994	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Colombia	Caribe continental		Procesado por medio de un programa de reconocimiento de voz. No se acentúan las mayúsculas en el original.	"Entre nosotros", nos explica el colombiano Luis Hernando Gómez, ingeniero petrolero y presidente del "nodo" italiano de la "Red Caldas", "hay también un experto en electrónica aeroespacial de la NASA, que ha venido aquí para darles un curso de adiestramiento a los ingenieros italianos. Y además, hay cirujanos, físicos, expertos en restauración, en biotecnología...".
«Visita de Jordi Pujol al Institut Politècnic Salesià de Sarrià». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España			Versión realizada sobre texto plano	Finalizada la conferencia, el presidente Pujol realizará una visita a la escuela universitaria Salesiana de Sarrià (EUSS), adscrita a la Universitat Autònoma de Barcelona, que a partir del próximo curso impartirá las enseñanzas de Ingeniería Técnica de Electrónica Industrial.
«Los empresarios proponen reducir costes globales un 10% y el sindicato pide aumentos salariales reales y recortar la jornada.». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto plano	BONN.— El poderoso sindicato alemán de la metalurgia y la electrónica IG Metall está dispuesto a convocar una huelga en todo el sector después de que fracasara el viernes el último intento de llegar a un acuerdo con la patronal. El presidente de IG Metall, Klaus Zwickel, se mostró ayer pesimista sobre la posibilidad de un compromiso a corto plazo y acusó a los empresarios de querer provocar
«&#34;Final four&#34; del III Campeonato de Europa de clubs de baloncesto.». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano	llevado a renunciar a la Copa Korac, terminaron en 1990, cuando se hizo cargo del club Socratis Kokkalis, su actual presidente. Kokkalis, nacido en 1939 y graduado en Física en la Universidad de Berlín, posee una de las diez industrias más importantes de Grecia, dedicada a la informática, las telecomunicaciones y la electrónica. Su esposa es dueña de una revista y de una emisora de radio.
«Libros para el futuro». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España			Versión realizada sobre texto plano	frivolidad que normalmente siguen a los parlamentos. Pero no figuraban este tipo de rostros en la botadura de la nueva colección "Formación Profesional" de Edebé, que aparece en castellano, catalán, gallego y vasco y está dedicada a materias tan poco frívolas como la mecánica, la automoción, la administración y gestión y la electrónica.
«La policía francesa culminó ayer, con el hallazgo de una fábrica de explosivos en una excavación bajo un caserío cerca de Bayona, la operación iniciada hace un año en Bidart, al descubrir otro gran escondite donde ETA fabricaba armas. Esto interrumpe durante largo tiempo los suministros a los comandos. En el subterráneo había dos habitáculos, en uno de ellos estaba el taller de electrónica y en el segundo, la fábrica de amonal.». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano	una fábrica de explosivos en una excavación bajo un caserío cerca de Bayona, la operación iniciada hace un año en Bidart, al descubrir otro gran escondite donde ETA fabricaba armas. Esto interrumpe durante largo tiempo los suministros a los comandos. En el subterráneo había dos habitáculos, en uno de ellos estaba el taller de electrónica y en el segundo, la fábrica de amonal.
«La policía francesa culminó ayer, con el hallazgo de una fábrica de explosivos en una excavación bajo un caserío cerca de Bayona, la operación iniciada hace un año en Bidart, al descubrir otro gran escondite donde ETA fabricaba armas. Esto interrumpe durante largo tiempo los suministros a los comandos. En el subterráneo había dos habitáculos, en uno de ellos estaba el taller de electrónica y en el segundo, la fábrica de amonal.». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano	En el interior del subterráneo había dos habitáculos, en uno de ellos estaba el taller de electrónica y en el segundo se encontraba la fábrica de amonal. Apilados dentro del recinto, se encontraron latas con productos químicos y diversos sacos que contenían los componentes que se utilizan para fabricar el explosivo amonal. Por el momento, no se conoce el inventario del material localizado.
«LUZ VERDE». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano	La compañía japonesa del sector de la electrónica Sharp inauguró ayer en su planta de Sant Cugat una nueva línea de producción de aparatos de fax, que ha representado la creación de 60 nuevos puestos de trabajo y que exportará el 90% de su producción. La empresa, que ya fabrica en esta planta aparatos de televisión, incrementará en los próximos años la gama de
«La incautación del dinero efectuada por la policía francesa corroboraría la hipótesis de que Kepa Múgica Garmendia, hermano del que fue máximo dirigente de ETA, era el responsable de finanzas de la organización terrorista. Los investigadores franceses creen que además de servir para fabricar el explosivo, el escondite era un centro financiero.». La Vanguardia. Barcelona: T.I.S.A, 1994.		La Vanguardia	1994	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto plano	Una parte del subterráneo estaba dedicada a taller de electrónica y en ella se han encontrado diversos aparatos técnicos para realizar mediciones y tests. En esta zona había un libro trampa, preparado para introducir una bomba en su interior que estallaría al abrir las tapas. Los etarras que ocupaban el zulo tenían a su disposición un ordenador personal de la marca Toshiba y una agenda electrónica
