BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
«ENTREVISTA a Lawrence Foster, nuevo director de la OBC: &#34;No dirigiré ningún autor u obra que no me guste&#34;.». La Vanguardia. Barcelona: T.I.S.A, 1995.		La Vanguardia	1995	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas	— No es tan mala como suele decirse, aunque evidentemente tampoco es maravillosa. No hay suficiente resonancia ni equilibrio. No es una acústica ideal. Pero no es del todo mala: no me gusta mucho la reverberación en la acústica, y en el Palau hay un cierto sonido directo que me gusta.
«ENTREVISTA a Lawrence Foster, nuevo director de la OBC: &#34;No dirigiré ningún autor u obra que no me guste&#34;.». La Vanguardia. Barcelona: T.I.S.A, 1995.		La Vanguardia	1995	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas	— No es tan mala como suele decirse, aunque evidentemente tampoco es maravillosa. No hay suficiente resonancia ni equilibrio. No es una acústica ideal. Pero no es del todo mala: no me gusta mucho la reverberación en la acústica, y en el Palau hay un cierto sonido directo que me gusta.
«EL SUCULENTO MENÚ BAYREUTH». ABC Cultural. Madrid: INTER CD S.L. CON EL PATROCINIO DE PLANETA, 1996-07-26.		ABC Cultural	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. No se acentúan las mayúsculas	; Klingsor pasa ahora a poder de Gunter von Kannen, el Alberich del "Anillo" de Kupfer y Barenboim. Poul Elming volverá a ser el "puro loco"; él y la veterana Janis Martín darán cierta vida al segundo acto. Sotin y Weickl son los gastados y rutinarios Gurnemanz y Amfortas. La acústica y los coros crearán algunos momentos mágicos, que pueden resarcir al espectador, en particular si éste debuta, por el aburrimiento del conjunto del espectáculo.
«&#34;ESCUCHAR GREGORIANO DE AMBIENTE ES RARO, PERO ES MEJOR QUE EL &#34;RAP&#34; Y, POR LO MENOS, EDUCA&#34;». ABC Cultural. Madrid: INTER CD S.L. CON EL PATROCINIO DE PLANETA, 1996-07-26.		ABC Cultural	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. No se acentúan las mayúsculas	iglesia, porque se creó para ella, y porque en ella es donde tiene sentido. Pero en los conventos, en general, ha pasado a mejor vida, y me parece difícil que se recupere. De todos modos, si tiene que estar fuera de las iglesias, que este donde tiene que estar. No sirve cualquier acústica. Hay que buscar los espacios adecuados, e interpretarlo con sentido y conocimiento.
«CIENTÍFICO, MÍSTICO, GITANO». ABC Cultural. Madrid: Inter CD S.L. con el patrocinio de Grupo Planeta, 1997.		ABC Cultural	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Se acentúan las mayúsculas ocasionalmente.	La profundidad con que se acercaba a la música es, precisamente, el mayor valor de Celibidache. Tenía mucho de científico, porque conocía perfectamente las reglas físicas del sonido, de la acústica, los instrumentos; tenía también mucho de místico, y un alma gitana, errante, una mezcla heterodoxa pero maravillosa. Él era diferente a todo el mundo. Una personalidad verdaderamente única.
«EMBRUJAR LA INAUGURACIÓN DEL REAL». ABC Cultural. Madrid: Inter CD S.L. con el patrocinio de Grupo Planeta, 1997.		ABC Cultural	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Se acentúan las mayúsculas ocasionalmente.	puertas afuera, en la Plaza de Oriente —si para entonces está libre de obras—. Que se cuente con la producción de la Fura para el Festival de Granada. Que se abra a todo el público de Madrid de forma gratuita o simbólica. Que se incorporen grandes pantallas para los que carezcan de visibilidad y acústica directa. Que director, coro y orquesta fueran españoles. Y, por dar más ideas, hasta que la puerta por la que simbólicamente se entra al más allá al final de la obra sea la del Real que, al día siguiente, se abriría para Wagner.
«MAHLER: &#34;SINFONÍA Nº 3&#34;». ABC Cultural. Madrid: Inter CD S.L. con el patrocinio de Grupo Planeta, 1996.		ABC Cultural	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Se acentúan las mayúsculas ocasionalmente.	que reconocer que no está mal que, en virtud de un acuerdo con BMG, una formación de tan rápida proyección como la Filarmónica de Gran Canaria consiga llegar al mercado internacional. Esta grabación, como las precedentes de la serie, es buena, quizás un tanto seca, escasa de proyección y de reverberación, como la acústica del Teatro Pérez Galdós de Las Palmas, lugar de las tomas.
«FRANCISCO LÓPEZ: ES IMPRESCINDIBLE LA COLABORACIÓN ENTRE LOS TEATROS DE ÓPERA». ABC Cultural. Madrid: Inter CD S.L. con el patrocinio de Grupo Planeta, 1997.		ABC Cultural	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Se acentúan las mayúsculas ocasionalmente.	acústica para conciertos de orquesta y una plataforma hidráulica que permite crear un foso para unos sesenta y cinco músicos. Lo que más notará el publico es la reducción del aforo que ha pasado de 1.900 a 1.220 plazas, pero a cambio se ha mejorado la visibilidad, que es siempre frontal, la comodidad es definitiva y la acústica no presenta ningún problema.
«Todos los días con Carlos Alvarez». Caretas. Perú: rcp.net.pe/CARETAS, 1996-10-03.		Caretas	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Perú	Andina		Semanario. Versión realizada sobre texto marcado HTML	que en su ensayo de Fiestas Patrias el evento escapó de las manos de los organizadores y atiborró baños y taquillas, ensordeció a los vecinos y atiborró las calles. Extendida ahora a 10 días, el Canal 4 y la Universidad de La Molina, se han preocupado en prevenir esos excesos ampliando sus servicios y remozando su acústica. Extraña alianza, en bien del jolgorio popular, de una universidad en crisis y un canal que no se contenta con batir rankings sino que gusta de lucir su logo en todas partes. La visita es asequible.
«CLAUDIO ARRAU. MAESTRO ETERNO DE CHILE 2: Claudio Arrau». Revista Hoy. Chile: reuna.cl/hoy, 1996-09-15.		Revista Hoy	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Chile	Chilena		Revista semanal. Versión realizada sobre texto marcado HTML	primero funciona como una llamada telefónica que la cantante le dirige a su madre para tranquilizarla a la distancia; en el segundo, es un grito desesperado de distorsión: "Estoy hambrienta, estoy sucia, / estoy volviéndome loca, estoy desangrándome". Entremedio, la guitarra eléctrica más pesada choca con la acústica. Este espíritu acelerado y por momentos contradictorio se extiende a toda la producción. Tracy Bonham es un verdadero aguijonazo.
«La guitarra de Powell pondrá el ritmo de la música culta y popular». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	Noche de acústicas brasileñas
««Esta no es la clase de espectadores que yo conocí en España», añade. Jesús López Cobos afirma que el público de Madrid es «frío y &#34;snob&#34;». Reapareció anoche en el Auditorio tras ocho años de «exilio»». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	«Estamos acostumbrados a tocar en salas sinfónicas —añadió—, pero es posible que el Auditorio Nacional tenga una acústica más preparada para agrupaciones de mayor envergadura».
«Micrófonos escuchan a los océanos». El Tiempo. Bogotá: ELTIEMPO.com, 1996-07-17.		El Tiempo	1996	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	Colombia	Caribe continental		Versión realizada sobre texto marcado HTML	"Es lo mismo que el telescopio Hubble apuntando hacia las estrellas. La acústica en el océano es el equivalente de la luz en el espacio. Es la única cosa que puede transmitirse a través de grandes distancias", dijo Chris Miller, administrador del sistema de California.
Calvo Serraller, Francisco: Historia del Arte. Madrid: Santillana, 1997.	Calvo Serraller, Francisco	Historia del Arte	1997	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			Curso: 2º Bachillerato	norte-sur. Éstas son dos de las estancias más apreciadas del complejo palacial: la Sala de las Dos Hermanas y la Sala de los Abencerrajes, con sendas bóvedas de mocárabes, la primera de base octogonal y la segunda con forma de estrella de ocho puntas. Ambas, según parece, acogían veladas musicales (ofrecen una acústica muy buena), pero poseían además valores simbólicos, apuntados por sus inscripciones, que remiten a prodigios celestes en honor del rey y, en última instancia, como señalamos antes, a la figura mítica del rey Salomón.
«El amor en los tiempos de la Revolución». Clarín. Buenos Aires: clarín.com, 1997-04-18.		Clarín	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Argentina	Río de la Plata			EL ELENCO EN PLENO. Todos trabajan duro para el debut del martes. La mayoría coincidió en elogiar la acústica del Colón.
«El amor en los tiempos de la Revolución». Clarín. Buenos Aires: clarín.com, 1997-04-18.		Clarín	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Argentina	Río de la Plata			no haberlo visto nunca en escena. Entre los cantantes actuales recuerda al notable barítono galés Bryn Terfel, de quien es amigo y con quien suele jugar al golf. Pronto cantará en Munich y Amsterdam, y entre sus roles predilectos menciona a Parsifal, casi todo Wagner y asegura que le gusta más la acústica del Colón que la del Met neoyorquino.
«El amor en los tiempos de la Revolución». Clarín. Buenos Aires: clarín.com, 1997-04-18.		Clarín	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Argentina	Río de la Plata			manifiesta nuevamente en el ensayo, donde gasta permanentemente bromas con el maestro apuntador Guillermo Brizzio y la soprano Susan Anthony, y juntos soportarán estoicamente la larga sesión fotográfica, ya con la ropa de Florestán y Fidelio. Keyes observa que le gustaría cantar en teatros más pequeños, como el de Toledo, Ohio, de muy buena acústica.
«El amor en los tiempos de la Revolución». Clarín. Buenos Aires: clarín.com, 1997-04-18.		Clarín	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Argentina	Río de la Plata			en cada acto. Fricke dirigió la primera versión discográfica de la segunda ópera de Richard Strauss, Feuersnot, estrenada en 1913 en el Colón con el nombre de Fuegos de San Juan, y se extraña al enterarse que puede conseguirse en la Argentina, ya que en Alemania hace mucho que está agotada. Le gusta la acústica del Colón, al igual que algunas salas alemanas, en especial la Opera de Munich, y recuerda su paso por Hamburgo en épocas de Everding, quien había sucedido a Rolf Liebermann en la conducción del afamado teatro del norte de Alemania.
«MÚSICA: CRÍTICA &ndash; Rey de las tinieblas». Clarín. Buenos Aires: clarín.com, 1997-09-16.		Clarín	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Argentina	Río de la Plata		Versión realizada sobre texto marcado HTML. Mayúsculas no acentuadas en el original	tanto con el metal industrial que bandas como Ministry patentaron como con la agresividad electrónica de Nine Inch Nails (Trent Reznor produjo el último álbum de Manson). En ese espacio, Manson conjura a demonios de todo calibre mientras el público cabecea al compás de una ceremonia divertida e intensa en la que el único problema será la pésima acústica del recinto, más terrorífica que el propio Manson.
«&#34;De este modo, los instrumentos de la joven sonda euro-estadounidense ya han revelado, entre otras cosas, que las células de convección presentan una forma que no coincide con la que predicen los teóricos, que los campos magnéticos que se crean a pequeña escala son más activos de lo que se creía y que unas inesperadas regiones de la superficie solar se convulsionan cuando liberan lo que se conoce como eyecciones de masa coronal, unas ocasionales erupciones de gases ionizados capaces de desencadenar en la Tierra auténticas tormentas magnéticas&#34;». Muy Interesante. Madrid: G+J Ediciones, 1997-08-03.		Muy Interesante	1997	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España				Efectivamente, el Sol es una esfera gaseosa que vibra con unas frecuencias propias, tal y como lo hace nuestro planeta. "Ahora bien, en este último penetran dos clases de ondas sísmicas, las de cizalladura, que hacen que la materia se mueva de un lado a otro perpendicularmente a la dirección de propagación, y las acústicas, que provocan que el medio se ensanche y dilate alternativamente a lo largo de la dirección de propagación. Por el contrario, en nuestra estrella sólo se registran estas últimas, aparte de las gravitatorias", dice Vázquez.
«Por DANIEL FERNÁNDEZ». El Nuevo Herald. Miami: elherald.com, 1997-02-11.		El Nuevo Herald	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Estados Unidos	Estados Unidos		Versión realizada sobre texto marcado HTML. Mayúsculas sin acentuar	Este templo tiene una acústica única que resalta los planos sonoros con un efecto de verdadera estereofonía. Con estas condiciones, cualquier desliz, cualquier desentono se multiplica de manera implacable; pero este conjunto de formidables músicos no tenía nada que temer a estas condiciones acústicas, pues su toque es transparente claro, bien timbrado y mejor sentido. Su actuación fue
«Un merecido olé para la Sinfónica de Miami». El Nuevo Herald. Miami: elherald.com, 1997-10-21.		El Nuevo Herald	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Estados Unidos	Estados Unidos		Versión realizada sobre texto marcado HTML	Por otra parte, esta sala de conciertos posee la acústica ideal para que la guitarra convencional se proyecte nítidamente sin necesidad de amplificaciones electrónicas. Si bien Romero demostró por qué está considerado el mejor guitarrista de su generación, la orquesta no quedó detrás en una coloración muy idiomática de esta obra. El público aplaudió con insistencia cada uno de los movimientos, y en el tercero, la
«Haendel, Davis y Rayam, culmina Festival Miami». El Nuevo Herald. Miami: elherald.com, 1997-10-21.		El Nuevo Herald	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Estados Unidos	Estados Unidos		Versión realizada sobre texto marcado HTML	Por su parte Rayam sonó con gran seguridad en estas íntimas creaciones. Su bien timbrada voz alcanzaba gran resonancia en este recinto de excelente acústica. La ovación no se hizo esperar.
«García Navarro considera que la programación del Real «no es la adecuada»». El País. Madrid: Diario El País, S.A., 1997-05-30.		El País	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto marcado HTML. Mayúsculas acentuadas	Como detalle técnico, se aclaró que, tras las últimas pruebas, la reverberación está establecida en 1,6, y que la tradicionalmente famosa acústica del Teatro Real se ha salvado íntegramente a pesar de la compleja remodelación de la sala.
«ENRIQUE FRANCO». El País. Madrid: Diario El País, S.A., 1997-07-09.		El País	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto marcado HTML	Frühbeck y la Sinfónica de Madrid trabajan unidos desde hace años y desarrollan una intensa tarea jalonada, durante las fiestas de Navidad, por la interpretación de la Novena Sinfonía, que este año será natural que suene en el teatro Principal. Una acústica bien definida, quizá un punto corta de reverberación, permitió a Frühbeck de Burgos una versión detallada, viva, grave y serena de la obra, a la que no añade el menor exceso expresivo para juntar, como querían los clásicos, la verdad y la belleza. Por la noche, el maestro recibió la medalla del
«JUAN ÁNGEL VELA DEL CAMPO». El País. Madrid: Diario El País, S.A., 1997-09-11.		El País	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto marcado HTML. Mayúsculas acentuadas	de la Schubertiade, incorporándose a la misma lugares como el castillo de Achberg, la bella localidad de Lindau en el lago de Constanza, la abadía benedictina de St. Gerold y especialmente el bellísimo entorno de alta montaña de Schwarzenberg, al comienzo de los bosques de Bregenz, con la sala Angelika Kauffmann, de acústica idónea para la música de cámara y capaz de acoger a 500 personas. El pasado sábado actuó allí por primera vez la mezzosoprano madrileña Teresa Berganza, acompañada al piano por Álvarez Parejo. Fue un recital memorable, edificado a partir de una feliz asociación Rossini-Schubert, para irse luego adentrando en territorios más próximos a la voz latina.
«Difusión Cultural, último nombramiento en la UNAM; &#34;El rector abrió la Caja de Pandora&#34;: Luis de Tavira». Proceso. México D.F.: APRO: Agencia de Información Proceso, 1997-01-19.		Proceso	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	México	México y Centroamérica		Semanario de información y análisis. Versión realizada sobre texto marcado HTML	Cuenta con una orquesta filarmónica, la OFUNAM, cuya sede, la Sala Nezahualcóyotl, es la de mejor acústica en Latinoamérica. Maneja también la Filmoteca de la UNAM, a cuyo resguardo está el acervo latinoamericano más importante. Y el Antiguo Colegio de San Ildefonso.
Paranaguá, Paulo Antonio: Arturo Ripstein. Madrid: Cátedra / Filmoteca Española, 1997.	Paranaguá, Paulo Antonio	Arturo Ripstein	1997	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	México	México y Centroamérica			Entrevista", Nosferatu núm. 22, San Sebastián, septiembre de 1996, pág. 98). Una comparación entre las películas mexicana y colombiana muestra el lastre televisivo de esta última. Aunque Sebastián Ospina tenga más talento que el torero Alfredo Leal, los intérpretes colombianos (y cubanos) recitan como si actuaran en teatros de pésima acústica. El encuadre y la cámara tienen la pobreza de la pantalla chica (a pesar de que ésta se encuentra en manos de Mario García Joya, "Mayito"). Julián vocifera "¡soy muy macho!" en una de las escenas añadidas, en la que está en la cama con una muchacha. Como su hermano Pedro
98102019. Programa impreso 1998. s.l.: s.n., 1998.		98102019. Programa impreso 1998	1998	Primera edición	No ficción	Escrito	Miscelánea	Artes, cultura y espectáculos	España				El hecho de tener que hablar durante varias horas al día en espacios generalmente grandes, con una acústica deficiente y sin tener una buena técnica vocal, además de otros factores —polvo, tiza, etc— hace que aparezca un progresivo deterioro de la voz.
98104066. Propaganda impresa 1998. s.l.: s.n., s.a..		98104066. Propaganda impresa 1998	1998	Fecha de adquisición	No ficción	Escrito	Miscelánea	Artes, cultura y espectáculos	España			No siempre se acentúan las mayúsculas	ReSound y su especialista en acústica para audífonos:
«Los Tres Tenores, en su concierto más serio, ante el Rey». Época. Madrid: Difusora de Información Periódica S.A., 1998.		Época	1998	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto marcado HTML. No se acentúan las mayúsculas.	vacío. Las butacas de 25.000 llegaron a pagarse a cuarenta mil duros. Era un doble festín palaciego y musical. Lo nunca visto en Madrid, lo que Barcelona padeció este verano —campo del Barça— apenas admite comparación con lo oído y vivido en los madriles del sexagenario real. Aquí se ganó en acústica, intimidad, sonoridad y musicalidad. El chorro fresco de Pavarotti tuvo su mejor ambiente. Lo mismo que el arrollador Plácido y un Josep Carreras romántico y conmovedor que a última hora cambió una difícil aria de Andrea Chenier por el Lamento de Federico, de La arlesiana, muy mejorada con respecto a su versión barcelonesa del verano. Ganaron
VV.AA.: Música. Madrid: Santillana, 1998.	VV.AA.	Música	1998	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España			Curso 4º ESO	un disco en casa. Como en cualquier manifestación industrial, los métodos artesanales o tradicionales se han convertido en los más inalcanzables artística y económicamente. La grabación de un disco con orquesta se ha convertido en un auténtico lujo asiático por la terrible dificultad que supone hoy día encontrar un estudio de dimensiones suficientes para garantizar una buena acústica y la cabida de los músicos. Poco a poco, incluso la grabación de un grupo de rock se está convirtiendo en un proceso artesanal caro con muchas limitaciones de tiempo, espacio y profesionalización. [...] El pop electrónico puede programarse por entero en casa o en un pequeño estudio muchísimo más barato de coste
VV.AA.: Tecnología. Madrid: Santillana, 1998.	VV.AA.	Tecnología	1998	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	España			Curso: 3º ESO	Los elementos de detección sirven para captar señales de distinto tipo que las acústicas, como, por ejemplo, la temperatura, señales luminosas, etc., y actuar sobre otros componentes, como los motores.
Tusquets Blanca, Óscar: Todo es comparable. Barcelona: Anagrama, 1998.	Tusquets Blanca, Óscar	Todo es comparable	1998	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España				En la grabación y reproducción electrónica del sonido se ha llegado a una fidelidad tan notable que, hoy en día, la acústica de salas de conciertos de geometría muy equivocada se puede corregir, con resultados más que satisfactorios, grabando a la orquesta —mediante micrófonos estratégicamente situados—, manipulando electrónicamente dicha grabación, y emitiéndola simultáneamente por altavoces ocultos en la sala. Incluso para un público muy preparado es prácticamente imposible detectar esta artificiosidad.
99206009. Página web 1999. s.l.: s.n., 1999.		99206009. Página web 1999	1999	Fecha de adquisición	No ficción	Escrito	Miscelánea	Ciencias sociales, creencias y pensamiento	España				La Física, en un sentido moderno, fue establecida en el siglo XIX mediante la síntesis de varias ciencias más antiguas como eran la mecánica, la óptica, la acústica, la electricidad, el magnetismo, la termodinámica, y el estudio de las propiedades físicas de la materia. La síntesis se basó en gran medida en el reconocimiento de que las diferentes fuerzas de la naturaleza estaban relacionadas entre sí, y eran de hecho transformables por ser distintas formas de manifestarse la energía. Las
99206009. Página web 1999. s.l.: s.n., 1999.		99206009. Página web 1999	1999	Fecha de adquisición	No ficción	Escrito	Miscelánea	Ciencias sociales, creencias y pensamiento	España				Acústica y Sonido
99206009. Página web 1999. s.l.: s.n., 1999.		99206009. Página web 1999	1999	Fecha de adquisición	No ficción	Escrito	Miscelánea	Ciencias sociales, creencias y pensamiento	España				Acústica
99206025. Página web 1999. s.l.: s.n., 1999.		99206025. Página web 1999	1999	Fecha de adquisición	No ficción	Escrito	Miscelánea	Política, economía y justicia	España				– Fundamentos de acústica.
«Las butacas del Cuyás aumentaron en un 12% el presupuesto inicial». Canarias 7. Las Palmas de Gran Canaria: step.es/canarias7, 1999-05-25.		Canarias 7	1999	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto marcado HTML	Cultura y Deportes del Cabildo grancanario, Gonzalo Angulo, afirmó ayer que la opción por el cuero en las responde a una mejora de la calidad. 8 millones de pesetas más ha costado la adquisición de los asientos azules que instaló la empresa adjudicataria Nogal Metal. Responsables de la citada empresa también atribuyeron a motivos «de acústica» la inclinación por las butacas de piel.
Dios, Horacio de: Miami. Buenos Aires: De Dios Editores, 1999.	Dios, Horacio de	Miami	1999	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata			Dade County Auditorium. Fue construido en 1951 y apenas tres años más tarde se presentó por primera vez en Norteamérica un tenor italiano llamado Luciano Pavarotti. Tiene capacidad para 2500 personas sentadas y se destaca por su excelente acústica, que lo convirtió en el hogar de la Grand Opera de Florida. Durante los espectáculos el estacionamiento es gratuito. 2901 W. Flagler St. y NW 29 St (305-547-5414)
«ANA MARIA LONGI». Excélsior. México D.F.: excelsior.com.mx, 2000-07-20.		Excélsior	2000	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	México	México y Centroamérica		Versión realizada sobre texto marcado HTML. Mayúsculas no acentuadas en el original	Alfredo Vega Dorantes, quien presentó planos de ingeniería y cálculos matemáticos para explicar las infinitas posibilidades de su "guitarra" de 12 cuerdas, que dentro de unas semanas estará perfectamente acabada e investigada en todas sus capacidades de nota, tono y acústica, agregó que su estructura hecha totalmente por él con la ayuda de un laudero, fue liberada en la caja de arriba, la caja inferior, y la tapa de presiones, "que ejerce sobre las manos y que corresponde a unos 78 kilos de peso, mediante el constante jalado de cuerdas que es terriblemente cruel
«ANA MARIA LONGI». Excélsior. México D.F.: excelsior.com.mx, 2000-07-20.		Excélsior	2000	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	México	México y Centroamérica		Versión realizada sobre texto marcado HTML. Mayúsculas no acentuadas en el original	noche desde hace un año, investigándola. Descanso apenas unas tres horas diarias cuando mucho, pero no me importa. Esta que traigo está incompleta, soy honesto; sin embargo, puedo asegurar que corresponde a la capacidad de un piano completo. Las desveladas, hasta ahora, me han dado lo que busco, una acústica perfecta. No tengo todavía un patrocinador, no obstante, ya hay invitaciones para encuentros internacionales a Inglaterra, España, (donde toda una familia me está esperando); Cuba, Japón, Dinamarca, etcétera. Sé que este esfuerzo va a encontrar eco muy pronto. Un eco cultural para mi país, a quien le
«PorPaula Coronas Valle.». Filomúsica. Málaga: filomusica.com, 2000-12-01.		Filomúsica	2000	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España				El efecto psíquico de la música parece ser aquí un elemento generador, en tanto que en las posteriores doctrinas musicales físico-matemáticas se atiende principalmente al hecho fisiológico de la impresión sensual para relacionarlo con las leyes generales de la acústica.
«EDITORIAL». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Esta nueva edición que tiene en sus manos está dedicada de forma exclusiva a la Acústica, con el fin de alertar a la población de los riesgos de la contaminación acústica e instruirle sobre los métodos que tiene a su alcance para combatir, o por lo menos reducir, en gran medida, sus consecuencias y, al mismo tiempo, dejar constancia de la importancia, a veces olvidada, de éste campo
«EDITORIAL». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	no se le ha dado la importancia que merece, pues sus consecuencias no se manifiestan de manera rápida y tangible sino que aparecen de forma dilatada a lo largo del tiempo, presentándose como afecciones fisiológicas y psicológicas. Ha sido necesario el incremento de la sensibilidad social frente al ruido la que ha concedido a la Acústica la importancia que debía.
«EDITORIAL». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Es precisamente en este sentido en el que nosotros hemos querido colaborar de alguna forma, de ahí que hayamos puesto todos nuestros esfuerzos para lograr que la idea de sacar un número monográfico sobre contaminación acústica llegara a ser una realidad. En este sentido, los Físicos tienen mucho que decir y aportar en el campo de la Acústica, ya que ésta ha estado presente, en mayor o menor medida a lo largo de su historia, en los planes de estudio de su licenciatura. De ahí, que sea frecuente encontrar a nuestros compañeros ocupando puestos de responsabilidad en la gestión y en la técnica de éste área, en las distintas administraciones, instituciones y
«EDITORIAL». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	Por otra parte el Colegio Oficial de Físicos, en su preocupación de participar en el campo de la Enseñanza, organiza en colaboración con el Ministerio de Educación, Cultura y Deporte, cursos para la formación de docentes en diversas áreas, y entre otras en Acústica. Somos conscientes de que el prestar vehículos específicos de formación acústica a los profesionales es una labor importante, y donde el Colegio Oficial de Físicos debe jugar un papel relevante.
«Pablo Laforga Fernández.». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	(efecto). El comportamiento de la sensación sonora aconseja representar las propiedades físicas del sonido mediante la escala de nivel de una magnitud física.El ruido, sonido indeseado, perjudica la salud física y psíquica; su solución exige actuar en distintos campos: legislación, control de los focos ruidosos, sensibilización ciudadana, acústica de los edificios, etc.
«Consejero de Medio Ambiente de la Comunidad de Madrid». Física y Sociedad. Madrid: Colegio Oficial de Físicos, 2000-03-03.		Física y Sociedad	2000	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España			Archivos originales en .PDF. Revista anual. Monográfico dedicado a la Acústica	pese a ser las entidades competentes para ello. La falta de una normativa en este sentido creaba un vacío importante por lo que se hizo el esfuerzo por desarrollar el Decreto de protección acústica para crear un marco que armonizara todas las actuaciones en este campo, consiguiendo que todos los nuevos planteamientos urbanísticos incluyan el criterio ambiental y de acústica a la hora de realizarse y prevenir de esta forma nuevos problemas en el futuro.
